orderId,Account,Order ID,B/S,Contract,Product,Product Description,avgPrice,filledQty,Fill Time,lastCommandId,Status,_priceFormat,_priceFormatType,_tickSize,spreadDefinitionId,Version ID,Timestamp,Date,Quantity,Text,Type,Limit Price,Stop Price,decimalLimit,decimalStop,Filled Qty,Avg Fill Price,decimalFillAvg
245914870096,TAKEPROFIT6215418,245914870096, Buy,MNQU5,MNQ,Micro E-mini NASDAQ-100,22713.25,6,07/01/2025 11:47:59,245914870096, Filled,-2,0,0.25,,245914870096,07/01/2025 11:47:59,7/1/25,6,Exit, Market,,,,,6,22713.25,22713.25
245914870106,TAKEPROFIT6215418,245914870106, Buy,MNQU5,MNQ,Micro E-mini NASDAQ-100,22714.5,3,07/01/2025 11:48:03,245914870106, Filled,-2,0,0.25,,245914870106,07/01/2025 11:48:03,7/1/25,3,Tradingview, Market,,,,,3,22714.50,22714.5
245914870112,TAKEPROFIT6215418,245914870112, Buy,MNQU5,MNQ,Micro E-mini NASDAQ-100,22721.0,3,07/01/2025 11:48:07,245914870112, Filled,-2,0,0.25,,245914870112,07/01/2025 11:48:07,7/1/25,3,Tradingview, Market,,,,,3,22721.00,22721.0
245914870118,TAKEPROFIT6215418,245914870118, Sell,MNQU5,MNQ,Micro E-mini NASDAQ-100,22716.75,6,07/01/2025 11:49:45,245914870118, Filled,-2,0,0.25,,245914870118,07/01/2025 11:49:45,7/1/25,6,Exit, Market,,,,,6,22716.75,22716.75
245914870128,TAKEPROFIT6215418,245914870128, Sell,MNQU5,MNQ,Micro E-mini NASDAQ-100,22729.5,3,07/01/2025 11:54:44,245914870128, Filled,-2,0,0.25,,245914870128,07/01/2025 11:54:44,7/1/25,3,Tradingview, Market,,,,,3,22729.50,22729.5
245914870134,TAKEPROFIT6215418,245914870134, Sell,MNQU5,MNQ,Micro E-mini NASDAQ-100,22729.25,3,07/01/2025 11:54:45,245914870134, Filled,-2,0,0.25,,245914870134,07/01/2025 11:54:45,7/1/25,3,Tradingview, Market,,,,,3,22729.25,22729.25
245914870140,TAKEPROFIT6215418,245914870140, Buy,MNQU5,MNQ,Micro E-mini NASDAQ-100,22737.25,6,07/01/2025 11:55:26,245914870140, Filled,-2,0,0.25,,245914870140,07/01/2025 11:55:26,7/1/25,6,Exit, Market,,,,,6,22737.25,22737.25
245914870150,TAKEPROFIT6215418,245914870150, Buy,MNQU5,MNQ,Micro E-mini NASDAQ-100,22738.25,3,07/01/2025 11:55:28,245914870150, Filled,-2,0,0.25,,245914870150,07/01/2025 11:55:28,7/1/25,3,Tradingview, Market,,,,,3,22738.25,22738.25
245914870156,TAKEPROFIT6215418,245914870156, Buy,MNQU5,MNQ,Micro E-mini NASDAQ-100,22737.5,3,07/01/2025 11:55:31,245914870156, Filled,-2,0,0.25,,245914870156,07/01/2025 11:55:31,7/1/25,3,Tradingview, Market,,,,,3,22737.50,22737.5
245914870162,TAKEPROFIT6215418,245914870162, Sell,MNQU5,MNQ,Micro E-mini NASDAQ-100,22733.0,6,07/01/2025 11:55:45,245914870162, Filled,-2,0,0.25,,245914870162,07/01/2025 11:55:45,7/1/25,6,Exit, Market,,,,,6,22733.00,22733.0
245914870172,TAKEPROFIT6215418,245914870172, Sell,MNQU5,MNQ,Micro E-mini NASDAQ-100,22731.75,3,07/01/2025 11:55:47,245914870172, Filled,-2,0,0.25,,245914870172,07/01/2025 11:55:47,7/1/25,3,Tradingview, Market,,,,,3,22731.75,22731.75
245914870178,TAKEPROFIT6215418,245914870178, Sell,MNQU5,MNQ,Micro E-mini NASDAQ-100,22731.25,3,07/01/2025 11:55:48,245914870178, Filled,-2,0,0.25,,245914870178,07/01/2025 11:55:48,7/1/25,3,Tradingview, Market,,,,,3,22731.25,22731.25
245914870184,TAKEPROFIT6215418,245914870184, Sell,MNQU5,MNQ,Micro E-mini NASDAQ-100,22723.25,3,07/01/2025 11:56:09,245914870184, Filled,-2,0,0.25,,245914870184,07/01/2025 11:56:09,7/1/25,3,Tradingview, Market,,,,,3,22723.25,22723.25
245914870190,TAKEPROFIT6215418,245914870190, Buy,MNQU5,MNQ,Micro E-mini NASDAQ-100,22730.5,9,07/01/2025 12:06:01,245914870190, Filled,-2,0,0.25,,245914870190,07/01/2025 12:06:01,7/1/25,9,Exit, Market,,,,,9,22730.50,22730.5
245914870202,TAKEPROFIT6215418,245914870202, Sell,MNQU5,MNQ,Micro E-mini NASDAQ-100,22728.25,3,07/01/2025 12:06:22,245914870202, Filled,-2,0,0.25,,245914870202,07/01/2025 12:06:22,7/1/25,3,Tradingview, Market,,,,,3,22728.25,22728.25
245914870208,TAKEPROFIT6215418,245914870208, Sell,MNQU5,MNQ,Micro E-mini NASDAQ-100,22728.0,3,07/01/2025 12:06:23,245914870208, Filled,-2,0,0.25,,245914870208,07/01/2025 12:06:23,7/1/25,3,Tradingview, Market,,,,,3,22728.00,22728.0
245914870214,TAKEPROFIT6215418,245914870214, Buy,MNQU5,MNQ,Micro E-mini NASDAQ-100,22735.25,6,07/01/2025 12:07:37,245914870214, Filled,-2,0,0.25,,245914870214,07/01/2025 12:07:37,7/1/25,6,Exit, Market,,,,,6,22735.25,22735.25
245914870224,TAKEPROFIT6215418,245914870224, Buy,MNQU5,MNQ,Micro E-mini NASDAQ-100,22737.0,3,07/01/2025 12:08:46,245914870224, Filled,-2,0,0.25,,245914870224,07/01/2025 12:08:46,7/1/25,3,Tradingview, Market,,,,,3,22737.00,22737.0
245914870230,TAKEPROFIT6215418,245914870230, Buy,MNQU5,MNQ,Micro E-mini NASDAQ-100,22736.75,3,07/01/2025 12:08:46,245914870230, Filled,-2,0,0.25,,245914870230,07/01/2025 12:08:46,7/1/25,3,Tradingview, Market,,,,,3,22736.75,22736.75
245914870236,TAKEPROFIT6215418,245914870236, Sell,MNQU5,MNQ,Micro E-mini NASDAQ-100,22731.5,6,07/01/2025 12:10:05,245914870236, Filled,-2,0,0.25,,245914870236,07/01/2025 12:10:05,7/1/25,6,Exit, Market,,,,,6,22731.50,22731.5
245914870246,TAKEPROFIT6215418,245914870246, Sell,MNQU5,MNQ,Micro E-mini NASDAQ-100,22730.75,3,07/01/2025 12:10:06,245914870246, Filled,-2,0,0.25,,245914870246,07/01/2025 12:10:06,7/1/25,3,Tradingview, Market,,,,,3,22730.75,22730.75
245914870252,TAKEPROFIT6215418,245914870252, Sell,MNQU5,MNQ,Micro E-mini NASDAQ-100,22730.25,3,07/01/2025 12:10:08,245914870252, Filled,-2,0,0.25,,245914870252,07/01/2025 12:10:08,7/1/25,3,Tradingview, Market,,,,,3,22730.25,22730.25
245914870258,TAKEPROFIT6215418,245914870258, Buy,MNQU5,MNQ,Micro E-mini NASDAQ-100,22733.5,6,07/01/2025 12:11:15,245914870258, Filled,-2,0,0.25,,245914870258,07/01/2025 12:11:15,7/1/25,6,Exit, Market,,,,,6,22733.50,22733.5
245914870268,TAKEPROFIT6215418,245914870268, Buy,MNQU5,MNQ,Micro E-mini NASDAQ-100,22733.75,3,07/01/2025 12:11:16,245914870268, Filled,-2,0,0.25,,245914870268,07/01/2025 12:11:16,7/1/25,3,Tradingview, Market,,,,,3,22733.75,22733.75
245914870274,TAKEPROFIT6215418,245914870274, Buy,MNQU5,MNQ,Micro E-mini NASDAQ-100,22733.25,3,07/01/2025 12:11:17,245914870274, Filled,-2,0,0.25,,245914870274,07/01/2025 12:11:17,7/1/25,3,Tradingview, Market,,,,,3,22733.25,22733.25
245914870280,TAKEPROFIT6215418,245914870280, Sell,MNQU5,MNQ,Micro E-mini NASDAQ-100,22737.75,6,07/01/2025 12:13:26,245914870280, Filled,-2,0,0.25,,245914870280,07/01/2025 12:13:26,7/1/25,6,Exit, Market,,,,,6,22737.75,22737.75
245914870290,TAKEPROFIT6215418,245914870290, Sell,MNQU5,MNQ,Micro E-mini NASDAQ-100,22727.25,3,07/01/2025 12:15:14,245914870290, Filled,-2,0,0.25,,245914870290,07/01/2025 12:15:14,7/1/25,3,Tradingview, Market,,,,,3,22727.25,22727.25
245914870296,TAKEPROFIT6215418,245914870296, Sell,MNQU5,MNQ,Micro E-mini NASDAQ-100,22727.75,3,07/01/2025 12:15:15,245914870296, Filled,-2,0,0.25,,245914870296,07/01/2025 12:15:15,7/1/25,3,Tradingview, Market,,,,,3,22727.75,22727.75
245914870302,TAKEPROFIT6215418,245914870302, Sell,MNQU5,MNQ,Micro E-mini NASDAQ-100,22727.25,3,07/01/2025 12:15:20,245914870302, Filled,-2,0,0.25,,245914870302,07/01/2025 12:15:20,7/1/25,3,Tradingview, Market,,,,,3,22727.25,22727.25
245914870308,TAKEPROFIT6215418,245914870308, Buy,MNQU5,MNQ,Micro E-mini NASDAQ-100,22735.75,9,07/01/2025 12:16:19,245914870308, Filled,-2,0,0.25,,245914870308,07/01/2025 12:16:19,7/1/25,9,Exit, Market,,,,,9,22735.75,22735.75
245914870320,TAKEPROFIT6215418,245914870320, Sell,MNQU5,MNQ,Micro E-mini NASDAQ-100,22722.25,3,07/01/2025 12:21:10,245914870320, Filled,-2,0,0.25,,245914870320,07/01/2025 12:21:10,7/1/25,3,Tradingview, Market,,,,,3,22722.25,22722.25
245914870326,TAKEPROFIT6215418,245914870326, Sell,MNQU5,MNQ,Micro E-mini NASDAQ-100,22724.75,3,07/01/2025 12:21:12,245914870326, Filled,-2,0,0.25,,245914870326,07/01/2025 12:21:12,7/1/25,3,Tradingview, Market,,,,,3,22724.75,22724.75
245914870332,TAKEPROFIT6215418,245914870332, Buy,MNQU5,MNQ,Micro E-mini NASDAQ-100,22731.25,6,07/01/2025 12:21:24,245914870332, Filled,-2,0,0.25,,245914870332,07/01/2025 12:21:24,7/1/25,6,Exit, Market,,,,,6,22731.25,22731.25
245914870342,TAKEPROFIT6215418,245914870342, Sell,MNQU5,MNQ,Micro E-mini NASDAQ-100,22726.25,3,07/01/2025 13:24:10,245914870342, Filled,-2,0,0.25,,245914870342,07/01/2025 13:24:10,7/1/25,3,Tradingview, Market,,,,,3,22726.25,22726.25
245914870348,TAKEPROFIT6215418,245914870348, Sell,MNQU5,MNQ,Micro E-mini NASDAQ-100,22725.25,3,07/01/2025 13:27:08,245914870348, Filled,-2,0,0.25,,245914870348,07/01/2025 13:27:08,7/1/25,3,Tradingview, Market,,,,,3,22725.25,22725.25
245914870354,TAKEPROFIT6215418,245914870354, Buy,MNQU5,MNQ,Micro E-mini NASDAQ-100,22740.25,6,07/01/2025 13:32:11,245914870354, Filled,-2,0,0.25,,245914870354,07/01/2025 13:32:11,7/1/25,6,Exit, Market,,,,,6,22740.25,22740.25
245914870364,TAKEPROFIT6215418,245914870364, Sell,MNQU5,MNQ,Micro E-mini NASDAQ-100,22733.25,3,07/01/2025 13:37:27,245914870364, Filled,-2,0,0.25,,245914870364,07/01/2025 13:37:27,7/1/25,3,Tradingview, Market,,,,,3,22733.25,22733.25
245914870370,TAKEPROFIT6215418,245914870370, Sell,MNQU5,MNQ,Micro E-mini NASDAQ-100,22733.0,3,07/01/2025 13:37:28,245914870370, Filled,-2,0,0.25,,245914870370,07/01/2025 13:37:28,7/1/25,3,Tradingview, Market,,,,,3,22733.00,22733.0
245914870376,TAKEPROFIT6215418,245914870376, Buy,MNQU5,MNQ,Micro E-mini NASDAQ-100,22736.0,6,07/01/2025 13:42:18,245914870376, Filled,-2,0,0.25,,245914870376,07/01/2025 13:42:18,7/1/25,6,Exit, Market,,,,,6,22736.00,22736.0
245914870386,TAKEPROFIT6215418,245914870386, Sell,MNQU5,MNQ,Micro E-mini NASDAQ-100,22671.25,3,07/01/2025 14:09:33,245914870386, Filled,-2,0,0.25,,245914870386,07/01/2025 14:09:33,7/1/25,3,Tradingview, Market,,,,,3,22671.25,22671.25
245914870392,TAKEPROFIT6215418,245914870392, Buy,MNQU5,MNQ,Micro E-mini NASDAQ-100,22677.5,3,07/01/2025 14:09:56,245914870392, Filled,-2,0,0.25,,245914870392,07/01/2025 14:09:56,7/1/25,3,Exit, Market,,,,,3,22677.50,22677.5
245914870400,TAKEPROFIT6215418,245914870400, Sell,MNQU5,MNQ,Micro E-mini NASDAQ-100,22696.25,3,07/01/2025 14:35:41,245914870400, Filled,-2,0,0.25,,245914870400,07/01/2025 14:35:41,7/1/25,3,Tradingview, Market,,,,,3,22696.25,22696.25
245914870406,TAKEPROFIT6215418,245914870406, Sell,MNQU5,MNQ,Micro E-mini NASDAQ-100,22695.75,3,07/01/2025 14:35:42,245914870406, Filled,-2,0,0.25,,245914870406,07/01/2025 14:35:42,7/1/25,3,Tradingview, Market,,,,,3,22695.75,22695.75
245914870412,TAKEPROFIT6215418,245914870412, Buy,MNQU5,MNQ,Micro E-mini NASDAQ-100,22701.0,6,07/01/2025 14:38:07,245914870412, Filled,-2,0,0.25,,245914870412,07/01/2025 14:38:07,7/1/25,6,Exit, Market,,,,,6,22701.00,22701.0
245914870422,TAKEPROFIT6215418,245914870422, Buy,MNQU5,MNQ,Micro E-mini NASDAQ-100,22701.75,3,07/01/2025 14:38:08,245914870422, Filled,-2,0,0.25,,245914870422,07/01/2025 14:38:08,7/1/25,3,Tradingview, Market,,,,,3,22701.75,22701.75
245914870428,TAKEPROFIT6215418,245914870428, Buy,MNQU5,MNQ,Micro E-mini NASDAQ-100,22702.0,3,07/01/2025 14:38:08,245914870428, Filled,-2,0,0.25,,245914870428,07/01/2025 14:38:08,7/1/25,3,Tradingview, Market,,,,,3,22702.00,22702.0
245914870434,TAKEPROFIT6215418,245914870434, Sell,MNQU5,MNQ,Micro E-mini NASDAQ-100,22697.5,6,07/01/2025 14:39:53,245914870434, Filled,-2,0,0.25,,245914870434,07/01/2025 14:39:53,7/1/25,6,Exit, Market,,,,,6,22697.50,22697.5
245914870444,TAKEPROFIT6215418,245914870444, Sell,MNQU5,MNQ,Micro E-mini NASDAQ-100,22718.25,3,07/01/2025 14:51:15,245914870444, Filled,-2,0,0.25,,245914870444,07/01/2025 14:51:15,7/1/25,3,Tradingview, Market,,,,,3,22718.25,22718.25
245914870450,TAKEPROFIT6215418,245914870450, Sell,MNQU5,MNQ,Micro E-mini NASDAQ-100,22718.5,3,07/01/2025 14:51:17,245914870450, Filled,-2,0,0.25,,245914870450,07/01/2025 14:51:17,7/1/25,3,Tradingview, Market,,,,,3,22718.50,22718.5
245914870456,TAKEPROFIT6215418,245914870456, Buy,MNQU5,MNQ,Micro E-mini NASDAQ-100,22730.5,6,07/01/2025 14:53:07,245914870456, Filled,-2,0,0.25,,245914870456,07/01/2025 14:53:07,7/1/25,6,Exit, Market,,,,,6,22730.50,22730.5
245914870466,TAKEPROFIT6215418,245914870466, Sell,MNQU5,MNQ,Micro E-mini NASDAQ-100,22709.5,3,07/01/2025 14:55:08,245914870466, Filled,-2,0,0.25,,245914870466,07/01/2025 14:55:08,7/1/25,3,Tradingview, Market,,,,,3,22709.50,22709.5
245914870472,TAKEPROFIT6215418,245914870472, Buy,MNQU5,MNQ,Micro E-mini NASDAQ-100,22684.75,3,07/01/2025 15:02:59,245914870472, Filled,-2,0,0.25,,245914870472,07/01/2025 15:02:59,7/1/25,3,Exit, Market,,,,,3,22684.75,22684.75
245914870485,TAKEPROFIT6215418,245914870485, Sell,MNQU5,MNQ,Micro E-mini NASDAQ-100,22827.75,3,07/02/2025 13:44:26,245914870485, Filled,-2,0,0.25,,245914870485,07/02/2025 13:44:26,7/2/25,3,Tradingview, Market,,,,,3,22827.75,22827.75
245914870491,TAKEPROFIT6215418,245914870491, Sell,MNQU5,MNQ,Micro E-mini NASDAQ-100,22831.75,3,07/02/2025 13:49:47,245914870491, Filled,-2,0,0.25,,245914870491,07/02/2025 13:49:47,7/2/25,3,Tradingview, Market,,,,,3,22831.75,22831.75
245914870497,TAKEPROFIT6215418,245914870497, Buy,MNQU5,MNQ,Micro E-mini NASDAQ-100,22838.0,6,07/02/2025 14:01:50,245914870497, Filled,-2,0,0.25,,245914870497,07/02/2025 14:01:50,7/2/25,6,Exit, Market,,,,,6,22838.00,22838.0
245914870507,TAKEPROFIT6215418,245914870507, Sell,MNQU5,MNQ,Micro E-mini NASDAQ-100,22838.5,3,07/02/2025 14:06:39,245914870507, Filled,-2,0,0.25,,245914870507,07/02/2025 14:06:39,7/2/25,3,Tradingview, Market,,,,,3,22838.50,22838.5
245914870513,TAKEPROFIT6215418,245914870513, Sell,MNQU5,MNQ,Micro E-mini NASDAQ-100,22839.75,3,07/02/2025 14:06:43,245914870513, Filled,-2,0,0.25,,245914870513,07/02/2025 14:06:43,7/2/25,3,Tradingview, Market,,,,,3,22839.75,22839.75
245914870519,TAKEPROFIT6215418,245914870519, Sell,MNQU5,MNQ,Micro E-mini NASDAQ-100,22828.0,3,07/02/2025 14:11:52,245914870519, Filled,-2,0,0.25,,245914870519,07/02/2025 14:11:52,7/2/25,3,Tradingview, Market,,,,,3,22828.00,22828.0
245914870525,TAKEPROFIT6215418,245914870525, Buy,MNQU5,MNQ,Micro E-mini NASDAQ-100,22838.0,9,07/02/2025 14:54:39,245914870525, Filled,-2,0,0.25,,245914870525,07/02/2025 14:54:39,7/2/25,9,Exit, Market,,,,,9,22838.00,22838.0
